id,title,genres,runtime,release_date,vote_average,vote_count,revenue,budget
3344,My Dog Skip,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",95.0,2000-01-14,6.5,69,0,7000000
3345,"Definitely, Maybe","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",112.0,2008-02-08,6.7,620,55447968,0
3346,Jumping the Broom,"[{""id"": 35, ""name"": ""Comedy""}]",112.0,2011-05-06,6.0,56,37710610,6600000
3347,"Good Night, and Good Luck.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",93.0,2005-09-16,6.8,273,54600000,7000000
3348,Capote,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",114.0,2005-09-30,6.8,384,49084830,7000000
3349,Desperado,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",104.0,1995-08-25,6.8,881,25405445,7000000
3350,Logan's Run,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",119.0,1976-06-23,6.6,269,25000000,9000000
3351,The Man with the Golden Gun,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",125.0,1974-12-01,6.3,524,97572000,7000000
3352,Action Jackson,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",96.0,1988-02-12,4.9,50,20256975,7000000
3353,The Descent,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}]",99.0,2005-07-08,6.8,1005,0,0
3354,Michael Jordan to the Max,"[{""id"": 99, ""name"": ""Documentary""}]",46.0,2000-05-05,7.5,10,21268532,0
3355,Devil's Due,"[{""id"": 27, ""name"": ""Horror""}]",89.0,2014-01-08,4.4,216,36433975,7000000
3356,Flirting with Disaster,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",92.0,1996-03-22,6.3,66,14702438,7000000
3357,The Devil's Rejects,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",107.0,2005-07-22,6.6,322,0,0
3358,Dope,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",103.0,2015-06-19,7.2,691,17986781,700000
3359,In Too Deep,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",97.0,1999-08-25,6.2,17,14011454,7000000
3360,House of 1000 Corpses,"[{""id"": 27, ""name"": ""Horror""}]",89.0,2003-04-11,6.0,306,16829545,7000000
3361,Alien Zone,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",90.0,1978-11-22,4.0,3,0,0
3362,A Serious Man,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",105.0,2009-10-02,6.6,483,31430334,7000000
3363,Get Low,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",103.0,2010-01-22,6.5,100,0,7500000
3364,Warlock,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",103.0,1989-06-01,5.8,95,0,7000000
3365,Beyond the Lights,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",116.0,2014-09-10,7.0,139,14618727,7000000
3366,A Single Man,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",101.0,2009-10-19,7.3,463,0,7000000
3367,The Last Temptation of Christ,"[{""id"": 18, ""name"": ""Drama""}]",164.0,1988-08-12,7.0,201,8373585,7000000
3368,Outside Providence,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",96.0,1999-08-16,5.6,30,7292175,7000000
3369,Bride & Prejudice,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",111.0,2004-02-11,6.5,110,0,7000000
3370,Rabbit-Proof Fence,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",94.0,2002-02-04,6.8,84,0,0
3371,Who's Your Caddy?,"[{""id"": 35, ""name"": ""Comedy""}]",93.0,2007-07-27,3.8,18,0,0
3372,Split Second,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 80, ""name"": ""Crime""}]",90.0,1992-05-01,5.7,63,5,7
3373,The Other Side of Heaven,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",113.0,2001-04-12,6.7,14,4720371,7000000
3374,Veer-Zaara,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",192.0,2004-11-12,7.4,64,29385320,7000000
3375,Redbelt,"[{""id"": 18, ""name"": ""Drama""}]",99.0,2008-04-07,6.4,76,0,7000000
3376,Cyrus,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",91.0,2010-06-18,6.1,133,0,7000000
3377,A Dog Of Flanders,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",96.0,1999-08-27,6.4,6,0,0
3378,Auto Focus,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",104.0,2002-10-18,6.1,56,2062066,7000000
3379,Factory Girl,"[{""id"": 18, ""name"": ""Drama""}]",90.0,2006-12-29,6.2,81,0,7000000
3380,We Need to Talk About Kevin,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",112.0,2011-09-28,7.4,677,6038942,7000000
3381,The Christmas Candle,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",100.0,2013-11-22,5.8,8,0,0
3382,The Mighty Macs,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",102.0,2009-10-21,5.0,15,0,7000000
3383,Losin' It,"[{""id"": 35, ""name"": ""Comedy""}]",100.0,1983-04-08,4.5,31,1246141,7000000
3384,Mother and Child,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",125.0,2009-11-07,6.7,46,0,7000000
3385,March or Die,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",107.0,1977-09-08,6.2,16,0,0
3386,The Visitors,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",107.0,1993-01-27,7.1,420,0,0
3387,Somewhere,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",98.0,2010-09-03,6.0,208,0,8000000
3388,I Hope They Serve Beer in Hell,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",106.0,2009-09-25,5.7,20,1429299,7000000
3389,Chairman of the Board,"[{""id"": 35, ""name"": ""Comedy""}]",95.0,1998-03-13,2.7,13,0,0
3390,Hesher,"[{""id"": 18, ""name"": ""Drama""}]",106.0,2010-01-22,6.7,212,382946,7000000
3391,Dom Hemingway,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",93.0,2013-11-15,5.8,212,523511,0
3392,Gerry,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",103.0,2002-01-12,6.2,68,0,3500000
3393,The Heart of Me,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",96.0,2002-01-01,7.7,5,0,7000000
3394,Freeheld,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",103.0,2015-10-02,7.1,164,573335,7000000
3395,The Extra Man,"[{""id"": 35, ""name"": ""Comedy""}]",108.0,2010-08-01,5.9,29,453079,7000000
3396,Hard to Be a God,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",170.0,2013-02-27,6.7,41,1310673,7000000
3397,Ca$h,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 35, ""name"": ""Comedy""}]",108.0,2010-01-01,6.0,73,46488,7000000
3398,Wah-Wah,"[{""id"": 18, ""name"": ""Drama""}]",120.0,2005-08-17,6.3,8,0,0
3399,The Boondock Saints,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",108.0,1999-01-22,7.2,837,30471,6000000
3400,Z Storm,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",92.0,2014-06-19,5.8,5,0,0
3401,Twixt,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",84.0,2011-09-10,5.0,85,0,7000000
3402,The Snow Queen,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}]",76.0,2012-10-11,5.1,47,12400000,7000000
3403,Alpha and Omega: The Legend of the Saw Tooth Cave,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",53.0,2014-07-21,6.5,4,0,0
3404,Pale Rider,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 37, ""name"": ""Western""}]",115.0,1985-06-28,7.0,251,41410568,0
3405,Stargate: The Ark of Truth,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",97.0,2008-03-11,6.9,140,8900000,7000000
3406,Dazed and Confused,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",102.0,1993-09-24,7.4,583,7993039,6900000
3407,High School Musical 2,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}]",104.0,2007-08-17,6.1,843,7000000,0
3408,Two Lovers and a Bear,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",96.0,2016-10-02,6.8,27,0,0
3409,Criminal Activities,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",94.0,2015-11-20,5.8,110,0,7000000
3410,Aimee & Jaguar,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",125.0,1999-02-10,6.3,20,0,0
3411,The Chumscrubber,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",108.0,2005-06-08,6.7,62,0,0
3412,Shade,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",101.0,2003-05-18,6.1,73,0,6800000
3413,House at the End of the Street,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",101.0,2012-09-21,5.6,555,44287131,6900000
3414,Incendies,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 9648, ""name"": ""Mystery""}]",130.0,2010-09-04,7.9,479,7103838,6800000
3415,"Remember Me, My Love","[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",125.0,2003-02-11,5.8,44,0,0
3416,Perrier’s Bounty,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",88.0,2009-09-11,5.1,24,0,0
3417,Elite Squad,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",115.0,2007-10-12,7.8,504,0,4000000
3418,Annabelle,"[{""id"": 27, ""name"": ""Horror""}]",99.0,2014-10-02,5.6,1517,255273813,6500000
3419,Bran Nue Dae,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",82.0,2009-08-09,5.2,6,7,7
3420,Boyz n the Hood,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",112.0,1991-07-12,7.4,364,57504069,6500000
3421,La Bamba,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",108.0,1987-07-24,6.8,116,54215416,6500000
3422,The Four Seasons,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",107.0,1981-05-22,6.3,16,0,0
3423,Dressed to Kill,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",105.0,1980-06-25,6.8,157,31899000,6500000
3424,The Adventures of Huck Finn,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",108.0,1993-04-02,6.2,42,0,6500000
3425,Go,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",98.0,1999-04-09,7.0,196,28451622,6500000
3426,Friends with Money,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",88.0,2006-09-07,5.1,128,13368437,6500000
3427,The Andromeda Strain,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",131.0,1971-03-12,7.0,190,12376563,6500000
3428,Bats,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",91.0,1999-10-22,4.1,35,10,0
3429,Nowhere in Africa,"[{""id"": 18, ""name"": ""Drama""}]",140.0,2001-12-11,7.0,32,0,0
3430,Shame,"[{""id"": 18, ""name"": ""Drama""}]",100.0,2011-10-02,7.0,875,17693675,6500000
3431,Layer Cake,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",105.0,2004-09-30,7.0,559,11850214,6500000
3432,The Work and the Glory II: American Zion,"[{""id"": 18, ""name"": ""Drama""}]",100.0,2005-10-21,8.0,6,2025032,6500000
3433,The East,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",116.0,2013-05-31,6.5,305,2401510,6500000
3434,A Home at the End of the World,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",96.0,2004-07-23,6.8,45,1548955,6500000
3435,Aberdeen,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10769, ""name"": ""Foreign""}]",113.0,2000-07-05,7.0,6,0,0
3436,The Messenger,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",113.0,2009-11-13,7.1,119,1521261,6500000
3437,Tracker,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]",102.0,2010-05-20,6.0,16,0,6500000
3438,Control,"[{""id"": 18, ""name"": ""Drama""}]",121.0,2007-09-26,7.5,200,8159508,0
3439,The Terminator,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",108.0,1984-10-26,7.3,4128,78371200,6400000
3440,"Good bye, Lenin!","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",121.0,2003-02-09,7.4,586,79384880,4800000
3441,The Damned United,"[{""id"": 18, ""name"": ""Drama""}]",97.0,2009-03-27,7.2,152,0,10000000
3442,The Return of the Living Dead,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",91.0,1985-05-15,7.3,267,14237000,4000000
3443,Mallrats,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",94.0,1995-10-20,6.8,392,2122561,6000000
3444,Grease,"[{""id"": 10749, ""name"": ""Romance""}]",110.0,1978-07-07,7.2,1581,181813770,6000000
3445,Platoon,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}]",120.0,1986-12-18,7.5,1205,138530565,6000000
3446,Fahrenheit 9/11,"[{""id"": 99, ""name"": ""Documentary""}]",122.0,2004-06-25,6.8,397,119114517,6000000
3447,Butch Cassidy and the Sundance Kid,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}, {""id"": 80, ""name"": ""Crime""}]",110.0,1969-09-23,7.4,650,102308889,6000000
3448,Mary Poppins,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",139.0,1964-08-27,7.4,1183,102272727,6000000
3449,Ordinary People,"[{""id"": 18, ""name"": ""Drama""}]",124.0,1980-09-19,7.4,145,0,6000000
3450,West Side Story,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",152.0,1961-10-18,7.0,389,43656822,6000000
3451,Caddyshack,"[{""id"": 35, ""name"": ""Comedy""}]",98.0,1980-07-25,6.6,365,39846344,6000000
3452,The Brothers,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",106.0,2001-03-23,6.5,10,0,0
3453,The Wood,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",106.0,1999-07-16,7.1,34,25059640,6000000
3454,The Usual Suspects,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",106.0,1995-07-19,8.1,3254,23341568,6000000
3455,A Nightmare on Elm Street 5: The Dream Child,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",89.0,1989-08-11,5.5,245,22168359,8000000
3456,National Lampoon’s Van Wilder,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",92.0,2002-03-29,5.9,858,38275483,5000000
3457,The Wrestler,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",109.0,2008-09-07,7.3,1000,44703995,6000000
3458,Duel in the Sun,"[{""id"": 37, ""name"": ""Western""}]",144.0,1946-12-31,6.2,37,20400000,6000000
3459,Best in Show,"[{""id"": 35, ""name"": ""Comedy""}]",90.0,2000-09-19,6.7,166,0,0
3460,Escape from New York,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",99.0,1981-05-22,6.9,703,50244700,6000000
3461,School Daze,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",121.0,1988-02-12,6.2,26,0,0
3462,Daddy Day Camp,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",89.0,2007-08-08,4.4,91,18197398,6000000
3463,Mr. Nice Guy,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",113.0,1997-01-31,6.3,128,18814720,12716953
3464,A Mighty Wind,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",91.0,2003-04-16,6.6,74,18750246,6000000
3465,Mystic Pizza,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",104.0,1988-10-13,5.9,123,0,0
3466,Sliding Doors,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",99.0,1998-04-23,6.5,354,58000000,6000000
3467,Tales from the Hood,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",98.0,1995-05-24,5.4,32,12000000,6000000
3468,The Last King of Scotland,"[{""id"": 18, ""name"": ""Drama""}]",121.0,2006-09-01,7.4,558,48027970,6000000
3469,Halloween 5: The Revenge of Michael Myers,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",96.0,1989-10-12,5.2,183,11642254,5000000
3470,Bernie,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",100.0,2012-04-27,6.5,320,9206470,5000000
3471,Dolphins and Whales: Tribes of the Ocean,"[{""id"": 99, ""name"": ""Documentary""}]",42.0,2008-02-15,8.0,3,7518876,6000000
3472,Pollock,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",122.0,2000-09-06,6.6,91,0,0
3473,200 Cigarettes,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",101.0,1999-02-26,6.1,44,6852450,6000000
3474,The Words,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",96.0,2012-09-07,6.4,379,13231461,6000000
3475,Casa De Mi Padre,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",84.0,2012-03-15,5.5,103,0,0
3476,City Island,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",104.0,2009-03-06,6.9,113,6670712,6000000
3477,The Guard,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",96.0,2011-07-07,6.8,372,19560274,6000000
3478,College,"[{""id"": 35, ""name"": ""Comedy""}]",94.0,2008-08-28,4.8,48,6230276,7000000
3479,The Virgin Suicides,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",97.0,1999-04-21,7.1,817,10409377,6000000
3480,Little Voice,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",97.0,1998-11-05,6.6,61,0,0
3481,Miss March,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",89.0,2009-03-13,5.4,77,0,0
3482,Wish I Was Here,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",120.0,2014-01-18,6.4,300,5483299,5500000
3483,Simply Irresistible,"[{""id"": 35, ""name"": ""Comedy""}]",95.0,1999-02-05,5.5,52,4398989,6000000
3484,Hedwig and the Angry Inch,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",95.0,2001-07-20,7.4,80,0,0
3485,Only the Strong,"[{""id"": 28, ""name"": ""Action""}]",99.0,1993-08-27,6.9,29,3283371,6000000
3486,Goddess of Love,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",96.0,2015-08-31,6.2,9,0,0
3487,Shattered Glass,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",94.0,2003-11-14,6.6,111,2944752,6000000
3488,Novocaine,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",95.0,2001-11-23,6.0,44,2025238,6000000
3489,The Business of Strangers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",84.0,2001-01-19,5.7,19,0,0
3490,The Wild Bunch,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 37, ""name"": ""Western""}]",145.0,1969-06-17,7.6,259,638641,6244087
3491,The Wackness,"[{""id"": 18, ""name"": ""Drama""}]",99.0,2008-07-03,6.2,94,2899975,6000000
3492,The First Great Train Robbery,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",110.0,1979-01-25,6.6,74,0,6000000
3493,Morvern Callar,"[{""id"": 18, ""name"": ""Drama""}]",97.0,2002-01-01,7.2,34,0,0
3494,Beastmaster 2: Through the Portal of Time,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",107.0,1991-06-08,4.6,17,869325,6000000
3495,The 5th Quarter,"[{""id"": 18, ""name"": ""Drama""}]",97.0,2011-03-25,4.7,12,399611,6000000
3496,The Flower of Evil,"[{""id"": 18, ""name"": ""Drama""}]",104.0,2003-02-09,5.7,10,0,0
3497,The Greatest,"[{""id"": 18, ""name"": ""Drama""}]",99.0,2009-01-17,6.2,34,0,6000000
3498,Snow Flower and the Secret Fan,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",104.0,2011-07-15,5.3,22,1332231,134005
3499,Come Early Morning,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",97.0,2006-01-10,5.9,10,0,6000000
3500,Lucky Break,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",107.0,2001-08-24,6.5,11,0,0
3501,Julia,"[{""id"": 18, ""name"": ""Drama""}]",117.0,1977-10-02,6.3,30,0,0
3502,"Surfer, Dude","[{""id"": 35, ""name"": ""Comedy""}]",85.0,2008-09-05,4.7,25,69497,6000000
3503,Lake of Fire,"[{""id"": 99, ""name"": ""Documentary""}]",152.0,2006-09-09,8.0,10,25,0
